"Orateur","Parti","Objet","Date","Texte"
"Mme Mireille Tissot-Daguette","VL","24.203","Octobre 2025","Cette motion populaire soulève une volonté claire d'accessibilité à la contraception qui est partagée par notre groupe. Mais avec l'actualité fédérale et la motion qui ouvre les portes trop largement, nous allons refuser cette motion populaire. Malheureusement, les motions populaires ne peuvent pas être amendées et nous ne pouvons pas adhérer entièrement à ces propositions. Aucune restriction n'est mentionnée concernant le mode de contraception. Une vasectomie, une pose de stérilet ou une autre intervention chirurgicale devraient-elles aussi être prises en charge par le canton ? C'est une autre dimension que de mettre à disposition gratuitement des préservatifs ou de subventionner la pilule, qui n'est pas non plus anodine. Même si la motion populaire a plutôt une valeur de postulat et laisse une plus grande latitude au Conseil d'État, les récentes discussions qui ont eu lieu au niveau national pour prendre en charge la contraception dès 2027 rendent cette motion populaire non nécessaire. Pour notre groupe, nous devrions attendre les propositions fédérales et leur mise en place avant de nous lancer dans des mesures cantonales pour une meilleure réalisation. Comme la motion populaire nous semble trop large concernant la contraception qui doit être prise en charge et comme des discussions au niveau fédéral sont entreprises dans ce sens, notre groupe refusera donc cette motion populaire."
"Mme Roxann Barbezat","UDC","24.203","Octobre 2025","Alors, nous sommes désolée, la position du groupe UDC sur ce sujet ne vous surprendra pas. Avant toute chose, rappelons une évidence trop souvent oubliée : rien n'est gratuit – nous disons bien « rien ». Chaque franc dépensé par l'État provient du portefeuille des contribuables neuchâtelois. Derrière toute pseudo-gratuité, il y a une facture bien réelle, payée par celles et ceux qui travaillent et financent nos services publics. Introduire une soi-disant gratuité de la contraception créerait un précédent. En effet, de nombreux autres besoins médicaux, souvent plus coûteux et tout aussi légitimes, ne sont pas pris en charge : pensons aux lunettes, aux soins dentaires ou encore à la psychothérapie. Dès lors, pourquoi privilégier la contraception plutôt que ces besoins, eux aussi liés à la santé ? Ce choix est arbitraire, d'autant que la contraception relève d'un choix personnel. C'est à chacun d'assumer ses décisions dans la sphère privée, et non à l'État d'intervenir systématiquement pour en couvrir les coûts. La liberté individuelle doit aller de pair avec la responsabilité individuelle. Le groupe UDC estime que c'est dans le domaine de la prévention ciblée, de l'éducation et de la sensibilisation, notamment auprès des jeunes, que les efforts doivent être concentrés, pas dans une mesure de gratuité généralisée. En conclusion, le groupe UDC reconnaît pleinement l'importance de la prévention en matière de santé sexuelle, mais la pseudo-gratuité de la contraception pour toutes les personnes de moins de 30 ans constitue une atteinte au principe de responsabilité individuelle, une charge financière supplémentaire pour les contribuables et une mesure disproportionnée au regard de la situation sanitaire réelle dans notre canton. Pour toutes ces raisons, le groupe UDC refusera la motion populaire 24.203."
"Mme Sarah Curty","LR-LC","24.203","Octobre 2025","Encore un sujet qui date des méandres de tous ces objets B. Alors, cette motion propose la gratuité de la contraception pour les moins de 30 ans. Si l'intention est louable, elle soulève plusieurs problèmes majeurs. La contraception non hormonale, comme les préservatifs, ou la contraception hormonale d'urgence, comme la pilule du lendemain, est déjà Séance du 30 septembre 2025, 8h30 accessible via divers dispositifs d'aide, comme le planning familial. Rendre son accès gratuit pour une tranche d'âge spécifique est par ailleurs discriminatoire. La précarité ne disparaît pas après 30 ans. De plus, cette mesure profiterait aussi à des personnes n'ayant pas de difficultés financières, au détriment d'autres priorités de santé publique. Concernant la contraception hormonale, donc la pilule contraceptive et d'autres, celle-ci est un médicament soumis à prescription médicale. Son accès doit être encadré médicalement et non banalisé par une gratuité généralisée, en lien notamment avec un certain nombre d'effets secondaires à ne pas prendre à la légère. Par ailleurs, la pilule contraceptive ne protège pas contre les infections sexuellement transmissibles (IST). Une gratuité généralisée pourrait induire un faux sentiment de sécurité, entraînant une diminution de l'usage du préservatif et une augmentation des IST. Il est essentiel de rappeler que la prévention des IST demeure un enjeu majeur de santé publique, qui ne doit pas être occulté par cette mesure de gratuité. Une approche plus cohérente consisterait à encourager l'utilisation du préservatif et envisager une prise en charge partielle par l'assurance-maladie obligatoire, garantissant accessibilité, suivi médical et sensibilisation au risque des IST. Comme il existe déjà des structures qui distribuent gratuitement des moyens de contraception non hormonaux et qui encadrent déjà la mise à disposition de ces contraceptifs, le canton fait déjà sa part en termes d'accès à une sexualité saine. Concernant la pilule contraceptive, il n'appartient pas aux contribuables cantonaux de la prendre en charge financièrement, cette question relevant de la Confédération et de l'assurance-maladie obligatoire. Une approche cohérente et équitable doit être définie au niveau fédéral et non via une mesure cantonale isolée. Nous vous invitons donc à rejeter cette motion."
"Mme Céline Barrelet","VertPOP","24.203","Octobre 2025","Nous vous lisons le texte de Mme Cloé Dutoit, qui est absente cet après-midi. Le saviez-vous ? La Suisse se situe à la 21e position en termes d'accès à la contraception sur le continent européen – 21e position. Or, l'accès de toutes et tous, et particulièrement des jeunes, à des moyens de contraception efficaces est essentiel et ne peut que conduire à une amélioration de la situation sanitaire pour le canton, tout en étant économiquement bénéfique. Mais pourquoi et comment ? La réponse en deux points. Le premier : la lutte contre la transmission des maladies ou infections sexuellement transmissibles, MST ou IST. En effet, après avoir connu une baisse, le nombre de cas d'IST et de MST augmente en Suisse, mais également de manière plus générale dans le monde. L'utilisation de moyens de contraception représente le premier moyen de lutte contre la propagation d'IST et de MST. Le second : éviter des interruptions volontaires de grossesse (IVG) inutiles. Si le Conseil d'État évoque dans sa position que le nombre d'IVG reste faible dans le canton, soit 9,1 cas pour 1'000 femmes, nous sommes tout de même sur le podium des cantons au sein desquels les femmes y ont le plus recours. Or, une IVG est un choix, et c'est une intervention qui constitue souvent une étape difficile à vivre pour la personne qui décide d'en faire usage. En rendant la contraception gratuite et donc en renforçant son accessibilité, on peut réduire le nombre de grossesses non désirées. Mais qu'ont en commun les interruptions volontaires de grossesse et l'augmentation des cas d'IST et de MST ? Elles coûtent énormément à la société. En effet, le traitement des IST et des MST nécessite des traitements parfois longs et coûteux. Quant aux interruptions de grossesse, elles peuvent constituer une opération lourde, avec parfois des complications et des conséquences douloureuses, sans parler des éventuels impacts psychologiques. Ces coûts pourraient être évités, au moins en partie, par une utilisation plus étendue des moyens de contraception, et ce en particulier chez les jeunes. Une étude effectuée aux États-Unis a d'ailleurs démontré que pour chaque dollar dépensé dans l'accès gratuit à la contraception, l'État économisait six dollars en soins de santé. C'est donc une opération certainement intéressante financièrement parlant que de permettre un accès gratuit aux moyens de contraception pour les moins de 30 ans. On relève d'ailleurs que la France, la Belgique et le Royaume-Uni prévoient déjà une gratuité de la contraception pour les jeunes. Finalement, pourquoi une gratuité et pas uniquement de la prévention ? Cela fait des années que de la prévention au sujet des moyens de contraception se fait, particulièrement en ce qui concerne les préservatifs. Or, force est de constater qu'elle est évidemment essentielle, mais n'est malheureusement pas suffisante, vu l'augmentation des cas d'IST et de MST ces dernières années. Séance du 30 septembre 2025, 8h30 Pour augmenter l'utilisation de moyens de contraception variés, pas uniquement des préservatifs, et efficaces, il est essentiel que tous les pans de la population puissent y avoir accès. Or, à l'heure où la population étouffe sous les charges de loyers et les primes d'assurance-maladie, de nombreuses femmes ne peuvent se permettre la pose d'un stérilet, respectivement la prise de la pilule. La gratuité des moyens de contraception aux personnes de moins de 30 ans, c'est ainsi donner aux femmes, qu'importe leur situation socio-économique, la liberté de choisir si elles souhaitent avoir des enfants et quand. En effet, à l'heure actuelle, la charge de la contraception repose toujours très majoritairement sur les femmes. Finalement, accepter cette motion, c'est également l'occasion de mettre cette thématique sur le devant de la scène et d'encourager à légiférer sur ce point au niveau fédéral, par exemple en incluant les moyens de contraception au catalogue de prestations remboursées par l'assurance- maladie de base pour l'ensemble de la population, ce qui paraît être une évidence. Vous l'aurez compris, le groupe VertPOP acceptera à l'unanimité cette motion populaire et remercie vivement ses auteurs et autrices pour leur proposition."
"Le président","Présidence","24.203","Octobre 2025","La parole est au Conseil d'État."
"M. Frédéric Mairy","Département de la santé, de la jeunesse et des sports","24.203","Octobre 2025","Vous avez déjà pu lire que le Conseil d'État, tout en ayant de la sympathie pour la démarche portée par cette motion populaire, s'y oppose pour différentes raisons, qui ont été reprises d'ailleurs par les groupes qui ont fait part d'un avis négatif quant à cette motion. Nous revenons brièvement sur la position du Conseil d'État néanmoins, en rappelant que cette motion populaire vise plusieurs buts, cela a été rappelé par le porte-parole socialiste. Or, ces buts ne sont pas forcément compatibles, puisque si l'on prend en compte l'objectif social qui est de rendre l'accès à la contraception gratuit, il peut aller à l'encontre des objectifs de santé publique en promouvant tous les types de contraception, puisque cela a été rappelé par les partisans de ce texte. Or, en matière de lutte contre les maladies et les infections sexuellement transmissibles, seul le préservatif est aujourd'hui efficace. Dès lors, encourager, par le biais d'un accès gratuit à tous les types de contraception, d'autres types contraceptifs que le préservatif ne permettra pas directement de lutter contre les MST, au contraire, et on ne peut pas dès lors s'attendre à avoir des effets positifs sur les coûts de la santé au travers de cette mesure-là. Le Conseil d'État est néanmoins, évidemment, attentif à ces enjeux. Il est attentif aux enjeux de prévention, ce à quoi il travaille avec ses partenaires, principalement les centres de santé sexuelle et le planning familial. Il est attentif également au travers de l'action du Réseau hospitalier neuchâtelois (RHNe) qui, de son côté, documente les IVG, en essayant à chaque fois de connaître quelles sont les raisons pour lesquelles des femmes ont dû pratiquer des IVG et quels étaient leurs usages contraceptifs. Effectivement, dans sa prise de position, le Conseil d'État relevait que le nombre d'IVG était particulièrement bas. On a constaté en 2024 une hausse. À voir si cette hausse sera durable ou non. Encore une fois, nous sommes attentif à la situation pour voir comment adapter le dispositif. À ce jour en tout cas, la lutte contre les MST et la contraception ne sont effectivement pas remboursées par la LAMal. Elles ne sont pas non plus prévues par les mesures prônées par Promotion Santé Suisse, ce qui veut dire que toute action complémentaire de l'État dans ce domaine sera à charge de l'État, et ce qui signifiera aussi que les moyens que nous affecterons à ce volet-là de la prévention en matière de santé, ce seront des moyens que nous ne pourrons pas affecter à d'autres mesures, malheureusement. Donc, dès lors, en l'absence également d'indicateurs précis quant aux besoins dans le canton, d'indicateurs précis également sur les coûts que pourrait occasionner une telle mesure, le Conseil d'État vous invite à refuser cette motion en rappelant, comme cela a été dit, que des réflexions sont en cours sur le plan fédéral qui nous permettront, le moment venu, de reprendre la réflexion si nécessaire, au regard également des différents indicateurs que nous pouvons avoir avec nos partenaires quant à l'état de situation dans le canton."
"M. Hugo Clémence","S","24.203","Octobre 2025","Il y a beaucoup d'arguments qui ont été donnés. Nous aimerions juste revenir peut-être sur certains arguments, notamment du groupe Vert'Libéral, qui sous-tendait au fond leur non-acceptation de cette motion populaire. Nous avons cru comprendre qu'on faisait Séance du 30 septembre 2025, 8h30 référence à un débat qu'il y avait aux Chambres fédérales actuellement, ou à 2027, etc. Il se trouve que le débat sur la gratuité pour les moyens de contraception a déjà eu lieu à Berne, en mars de cette année, et il a été refusé. L'argument principal qui a été évoqué durant les débats aux Chambres fédérales étant justement – bon, alors, il y avait l'argument, effectivement, de la responsabilité individuelle et ce qu'on connaît – que c'est une responsabilité des cantons. Donc, justement, le débat a eu lieu à Berne, et il revient aujourd'hui devant nous. C'est pour cela aussi que nous, nous disons que l'on pourrait être pionnier à ce niveau-là à Neuchâtel. Et sur 2027, ce à quoi le groupe Vert'Libéral faisait référence, c'était peut-être plutôt la prise en charge de l'avortement. Cela, effectivement, cela sera mis en place d'ici 2027, mais ce n'est pas la même chose que la prise en charge des moyens de contraception, dont le débat a déjà eu lieu à Berne et s'est clos par un refus en renvoyant la balle aux cantons. Nous disons donc vraiment à celles et ceux qui voudraient refuser cette motion au principe que le débat a eu lieu à Berne que ce n'est pas le cas et que donc, aujourd'hui, le canton de Neuchâtel peut vraiment se saisir de cette question et être pionnier en la matière."
"Mme Emma Gossin","S","24.203","Octobre 2025","Nous avons entendu les différentes objections, et oui, il est vrai que la mise en œuvre de cette motion entraînerait une charge supplémentaire pour les finances publiques. Mais, comme pour d'autres dépenses, nous aimerions rappeler qu'il s'agit ici d'un choix politique. La dépense que nous proposons n'est pas superflue. C'est un investissement auprès des jeunes pour les éduquer, pour protéger leur santé et pour lutter contre les inégalités de genre. Nous tenons vraiment à souligner ce dernier point, car lors de la récolte de signatures, à laquelle nous avons nous-même participé, nous avons reçu un soutien massif de la population, mais en particulier de la part des femmes qui en ont tout simplement marre de supporter les coûts de la contraception. Cette inégalité, nous le précisons, concerne autant les femmes en couple que les femmes célibataires. Trop souvent, on considère normal qu'une jeune femme continue à payer sa pilule sous prétexte qu'elle l'a déjà prise pour d'autres raisons, comme un traitement contre l'acné. De même, une femme qui débute une relation et souhaite poser un stérilet le financera elle-même, car elle ne peut garantir qu'elle restera cinq ans avec la même personne. Ces raisonnements sont évidemment problématiques et c'est pourquoi il est essentiel de reconnaître aujourd'hui que la contraception précarise de nombreuses jeunes femmes. Une avancée au niveau fédéral permettra bientôt la prise en charge des coûts liés à une interruption volontaire de grossesse (IVG). C'est une mesure à saluer, mais devons-nous vraiment attendre d'en arriver là ? Ne faudrait-il pas tout faire pour éviter à chaque jeune femme de vivre les douleurs physiques et parfois le traumatisme psychologique d'un avortement ? Grâce à cette motion, nous garantissons l'accès à la contraception pour les jeunes femmes en situation précaire dans notre canton, tout en ouvrant un espace de dialogue avec les professionnels de santé pour les accompagner et les informer sur les différents moyens qui existent. Voter pour cette motion populaire, c'est donc reconnaître la nécessité d'une prévention efficace, d'une sensibilisation des jeunes, mais surtout, c'est reconnaître la charge que les femmes portent depuis trop longtemps seules en matière de contraception."
"M. Cédric Dupraz","VertPOP","24.203","Octobre 2025","Par rapport à cette motion, nous aimerions dire que nous soutenons cette motion dans son principe, une motion généreuse, intéressante. Mais néanmoins, cela va être compliqué si, à chaque proposition, on ne propose pas un financement, nous dirions même partiel, même embryonnaire. Nous, nous sommes entièrement convaincu et d'accord pour installer des distributeurs de préservatifs gratuits dans des bus gratuits. Mais il faut sérieusement, nous avons l'impression, commencer à donner des pistes de financement. Sauf erreur, si on regarde le budget qui a été présenté par le Conseil d'État, que voit-on ? On voit une précarisation toujours plus importante de la population, avec une augmentation des charges sociales malheureusement nécessaire. De l'autre côté, on voit une stagnation des revenus fiscaux avec, paradoxalement, une augmentation des disparités sociales. À un moment donné, il faut quand même une cohérence dans l'action politique. Vous l'aurez compris, si, aujourd'hui, on nous proposait, par exemple, l'instauration d'une taxe sur le plastique pour financer justement cette offre, comme nous l'avons dit, particulièrement intéressante, voire probablement nécessaire, celle-ci aurait pu avoir notre accord. Néanmoins, c'est pour cela que probablement, vous l'aurez compris, Mesdames et Messieurs les député-e-s, Monsieur le président, nous nous abstiendrons par rapport à cette motion, même si tout le monde s'en fout. Séance du 30 septembre 2025, 8h30"
"M. Blaise Courvoisier","LR-LC","24.203","Octobre 2025","Nous, ce qui nous inquiète, c'est la gratuité et la gratuité particulièrement de la pilule, parce que cela veut dire qu'on va banaliser l'usage de la pilule. Or, la pilule, ce n'est pas banal, c'est un médicament, un médicament qui fait des modifications hormonales et qui entraîne des complications qui peuvent être très graves. On peut avoir des jeunes femmes, fumeuses par exemple, qui tout d'un coup se retrouvent hémiplégiques définitivement parce qu'elles ont fait un ictus, un accident vasculaire cérébral (AVS) dû à la pilule. On sait aussi qu'il y a certainement une influence sur les cancers gynécologiques. Alors, certes, la pilule est un bienfait dans la vie des femmes, mais cela n'est pas quelque chose qui est banal, c'est quelque chose qui est grave, c'est un médicament, et comme tout médicament, il doit être pris avec un usage vraiment consenti, mais avant tout qui soit bien réfléchi. Et nous avons donc peur que par cette gratuité, on le banalise et que finalement on le prenne avec toutes les conséquences néfastes que cela aurait, et ces conséquences néfastes, croyez-nous, sont beaucoup plus chères qu'effectivement la distribution de préservatifs qui, elle, nous semble être une mesure très utile."
"Mme Jennifer Hirter","VL","24.203","Octobre 2025","Nous aimerions partager notre sympathie au projet de base. Simplement, ici, on parle d'une loi. Nous ne voyons pas l'utilité d'avoir une loi dans l'objectif de rendre accessibles un ou peut-être des moyens de contraception, et pas à une partie de la population, mais à la population qui en a besoin. Donc, pour nous, le premier problème avec cette motion populaire, c'est le principe de loi qui est dans l'intention de base. Pour nous, cela, ce n'est pas acceptable. Par contre, avoir un projet qui dit « On souhaite pouvoir faciliter l'accès à des moyens de contraception qui ont du sens et qui sont accessibles à tous et qui ne sont pas discriminatoires » – et pour nous, le seul que nous connaissons, mais nous ne sommes pas médecin, nous ne sommes pas spécialiste de la santé sexuelle, cela reste le préservatif –, pourquoi pas ? Aujourd'hui, il est facilement accessible, il n'est apparemment pas suffisamment accessible dans sa gratuité, et c'est peut-être là-dessus que le travail doit être fait, mais en tout cas pas à travers un projet de loi tel que la motion populaire le demande, et c'est pour cela que nous refuserons cet objet."
"M. Christian Mermet","S","24.203","Octobre 2025","D'abord, nous aimerions faire une remarque. Nous trouvons que ce n'est pas drôle du tout ce qu'on est en train de faire. On est en train de parler de choses très sérieuses, on glousse en parlant de cela. Nous devons dire que cela nous afflige totalement. On est en train de parler de la santé de nos jeunes. On est en train de parler de problèmes de société. Nous trouvons qu'il faut que l'on reste vraiment sérieux et conséquents quand on parle de cela. Une deuxième chose, peut-être parce que nous sommes un petit peu vieux dans cet hémicycle, mais dans les arguments que nous entendons, nous avons l'impression de réentendre les débats qu'on a eus sur l'avortement il y a quarante ans, et nous trouvons que c'est fou. On est en train de se reposer les mêmes questions. Alors, nous comprenons que c'est complexe, nous comprenons qu'il y a des problèmes de santé, de savoir avec qui on fait, comment on fait, comment on organise les choses. Nous pensons que c'est complexe, et c'est une motion populaire qui demande de trouver des solutions. Nous pensons que ces solutions, c'est vraiment important qu'on les trouve et c'est vraiment important qu'on sorte de cette logique de dire : « Ah mais le problème de santé, il faut faire ci, c'est la question des femmes, il faut une responsabilité individuelle ». On est en train de dire : « Mais finalement, ce n'est pas si cher que cela, on doit faire autrement ». Non, non, non. Nous croyons que c'est véritablement un problème, c'est une question, et aujourd'hui, ce qu'on est en train de dire, il n'y a pas de solution simple, mais il faut vraiment qu'on s'en occupe. Et nous croyons que notre responsabilité est grande, et ce n'est pas seulement celle des femmes, c'est celle des hommes qui sont des maris, des pères ou des compagnons. Nous pensons qu'il faut que l'on traite cela avec tout le sérieux qui est nécessaire pour traiter de cette question-là."
"M. Hugo Clémence","S","24.203","Octobre 2025","Rapidement, pour dire effectivement que ce que l'on pourrait reprocher de cette motion, c'est peut-être d'être formulée dans un débat un peu large et de ne pas avoir effectivement traité la question du financement, mais nous sommes à peu près sûr que si la motion populaire avait traité la question du financement, on nous aurait dit qu'on n'aurait pas pu l'amender et que les moyens trouvés pour le financer n'étaient pas les bons, n'étaient pas justes et finalement qu'on était trop restrictifs. Donc, au contraire, la Jeunesse socialiste propose une motion qui est large, qui est rédigée dans des termes larges, qui permet au Conseil d'État de proposer une solution qui sera, à n'en pas douter, innovante et tout à fait agréable pour le Grand Conseil. Mais nous croyons qu'effectivement, c'était une des forces de ce projet d'être rédigé dans des termes un peu Séance du 30 septembre 2025, 8h30 larges pour permettre une application aussi, nous dirions, au plaisir du Conseil d'État en la matière."
"Mme Jasmine Herrera","VertPOP","24.203","Octobre 2025","Nous voulions simplement dire que gratuité ne veut pas juste dire libre accès, distribution à la récré de pilules contraceptives. Il y a d'autres choses qui sont gratuites – par « gratuites », nous ne voulons pas dire que personne ne les paye – pour les personnes pour lesquelles on aimerait qu'elles soient gratuites. Par exemple, les vaccins de nos filles sont gratuits. Cela ne veut pas dire qu'on les distribue comme cela à la sortie de l'école. Il y a des manières d'arriver à faire cela de manière responsable en atteignant l'objectif qui est, nous espérons, le nôtre à tous ici, celui d'éviter plus d'IST et de grossesses non désirées."
"M. Frédéric Mairy","Département de la santé, de la jeunesse et des sports","24.203","Octobre 2025","Juste pour revenir sur deux éléments qui ont été évoqués dans ces dernières prises de parole. Nous aimerions rappeler tout d'abord, mais comme l'a fait le député Cédric Dupraz, qu'effectivement la question du financement est importante, même si, à ce stade, nous sommes dans l'incapacité de chiffrer le coût d'une telle mesure, puisque, encore une fois, les besoins n'ont pas pu être établis. Mais néanmoins, le financement reposera de fait sur l'État, ce qui signifie, comme nous l'avons dit tout à l'heure, que cette mesure de prévention de la santé aura effectivement un coût, coût qui sollicitera des moyens qui ne pourront pas être apportés sur d'autres mesures et qui, de par les bases légales attendues, sera en outre une mesure priorisée, puisqu'il y a peu de mesures de prévention qui disposent d'une base légale. Nous rappelons qu'en matière de prévention de la santé, il y a certes un choix politique qui peut être fait, cela a été rappelé, et c'est le choix politique que le Grand Conseil peut faire ou non aujourd'hui, mais la prévention de la santé, ce n'est pas que de la politique, c'est aussi un métier. Cela repose sur des compétences scientifiques, sur des données, sur des programmes de prévention fédéraux, cantonaux dans lesquels on analyse les priorités du moment et auxquels on affecte des ressources en fonction des ressources disponibles, en fonction aussi des besoins. Dès lors, nous vous invitons une fois encore à ne pas donner suite à cette motion, ce qui ne veut pas dire que le Conseil d'État n'est pas attentif à ces enjeux. Il les traitera au même titre que tous les enjeux de santé publique, en fonction des ressources à disposition, en fonction des actions qui peuvent être menées par les partenaires et, encore une fois, sans se corseter avec une base légale qui contraindra d'octroyer à cette mesure spécifique de prévention de la santé un statut spécial, alors même que, et nous le rappelons régulièrement, la prévention de la santé reste le parent pauvre du domaine de la santé publique, qu'il est important d'augmenter les moyens à disposition, mais de le faire avec cohérence en fonction des politiques de soutien réfléchies avec les scientifiques et avec les partenaires dans ce domaine-là."
"Mme Katia Della Pietra","S","24.203","Octobre 2025","En réponse à M. Blaise Courvoisier, nous tenons quand même à dire que la pilule ne sera pas surconsommée, étant donné qu'elle devrait continuer à être prescrite par des spécialistes, donc des gynécologues, qui évaluent le cas de la patiente et toute son anamnèse avant de la prescrire. Nous tenons aussi à évoquer ici le cas de toutes ces jeunes filles qui prennent la pilule pour des raisons de douleurs menstruelles handicapantes. Ce qui leur est prescrit en général dans ce genre de situation, pour qu'elles puissent continuer de fonctionner, d'aller au lycée, à l'école et puis au travail ensuite, c'est donc bien la pilule, qui malheureusement continue d'être à leur charge."
"Mme Sarah Curty","LR-LC","24.203","Octobre 2025","Alors, nous entendons bien que la pilule ne sera pas distribuée à la récréation, et heureusement, n'est-ce pas ? Mais cela signifie-t-il que le suivi gynécologique sera, lui aussi, gratuit ? Et là, nous pensons que l'on s'expose à des coûts de la santé qui vont largement dépasser l'entendement. Nous avons de la peine à comprendre vraiment le périmètre de cette motion, et pour nous, cela devient beaucoup trop large. Par ailleurs, nous allons revenir encore une fois sur cette pilule contraceptive qui va amener quand même une responsabilité supplémentaire sur les femmes qui portent déjà bien largement la charge mentale de la contraception. Et cela reste la porte ouverte à la diminution de l'usage du préservatif, qui est quand même souvent mis en avant par certains messieurs pour des raisons de baisse de performance. Donc, les femmes vont être contraintes de prendre la pilule, avec tous les risques que cela engendre, qui ont été exposés par notre collègue, et sans parler du risque de contracter des infections sexuellement transmissibles (IST). Nous avons donc vraiment de la peine à comprendre Séance du 30 septembre 2025, 8h30 le positionnement d'une partie de cet hémicycle avec cette pseudo-gratuité qui va vraiment banaliser l'utilisation de la pilule contraceptive. Et puis, pour reprendre les propos de notre collègue, en principe, en cas de problème gynécologique et non pas de protection pour avoir une sexualité, normalement, la LAMal devrait prendre en charge. Nous savons que ce n'est largement pas le cas, mais nous pensons que c'est ce combat-là qu'il faut avoir, et ce n'est pas ici qu'il faut l'avoir, c'est au niveau fédéral."
"M. Hugo Clémence","S","24.203","Octobre 2025","Très rapidement, une dernière fois, Monsieur le président, juste pour répondre à M. le conseiller d'État sur le fait que nous n'avons pas aujourd'hui une vue d'ensemble des besoins en la matière. C'est vrai, on n'a pas cette vue-là, mais nous nous rappelons que nous avions posé une question lors du budget 2023 à votre prédécesseur, M. Laurent Kurth, sur, justement, le fait de pouvoir évaluer ces besoins. Il nous avait répondu que ce n'était pas vraiment possible pour le moment, mais qu'on pourrait se renseigner, que des acteurs pouvaient être sollicités, notamment Générations Sexualités Neuchâtel (GSN), etc., et qu'on reviendrait plus tard avec des informations. Bon, il se trouve qu'à ce jour, on n'a toujours pas eu d'informations de la part du service de la santé publique (SCSP), mais nous avons souvenir qu'à l'époque, il y avait en tout cas une ouverture sur les moyens de savoir quels étaient ces besoins. Donc, peut-être que nous inviterions le SCSP à reprendre les travaux en la matière."
"Mme Céline Barrelet","VertPOP","24.203","Octobre 2025","Il a plusieurs fois été évoqué la question des coûts, mais en fait, il faudrait aussi se rappeler que les MST engendrent aussi un coût certain à la société. Nous pensons qu'il faudrait évaluer, en fait, si cette gratuité de la contraception ne serait pas finalement moins coûteuse que les maladies qui pourraient être réduites par cette gratuité."
"Mme Amina Chouiter Djebaili","S","24.203","Octobre 2025","Nous pensons que l'on n'est pas là pour se substituer aux médecins. On n'est pas là pour se substituer au Conseil d'État, à la prévention, à la santé. On sait très bien, et on en a entendu parler récemment, que les personnes vont de moins en moins chez le médecin, vont de plus en plus tardivement chez le médecin. Les gens ont des situations de santé très précaires. Et nous pensons que les personnes les plus touchées, ce sont les jeunes et les personnes âgées. Les personnes en âge d'activité, elles, le mettent dans leur budget. Les personnes qui sont jeunes, qui sont encore à l'université, vont limiter, et ce n'est pas une question de moyens qu'elles ont, c'est vraiment une question de priorité. Elles ne vont pas prioriser certains éléments. Elles se retrouveront aux urgences quand elles auront 40°C, que cela durera quarante- huit heures, qu'elles auront fait une interruption de grossesse qui n'a pas été volontaire et qui n'a pas été voulue. Nous pensons que c'est important que cela soit discuté. C'est un problème de santé publique et on a la chance, grâce à la Jeunesse socialiste qui a déposé cet objet, de pouvoir le prendre en main. Nous pensons que c'est notre rôle de tenter de le prendre en main pour essayer de le travailler. Quand on étudie un objet, on dit que l'on va évaluer les besoins, ensuite on va évaluer les frais, après on va voir les ressources. Et donc, pour nous, cette motion populaire est à sa place. C'est notre rôle, et peut-être avec l'aide du Conseil d'État, avec le service de la santé publique (SCSP), de voir quels sont les besoins de cette société, quels sont les problèmes, et ensuite on essaiera de trouver les ressources comme on les a trouvées dans d'autres cas."
"Le président","Présidence","24.203","Octobre 2025","Il ne semble plus y avoir de demande de prise de parole. Nous allons donc procéder au vote. On passe au vote. La motion populaire est acceptée par 50 voix contre 48. Séance du 30 septembre 2025, 8h30 ACTUALISATION DES LOIS DE FONCTIONNEMENT DU SCAN 24.047"
"Le président","Présidence","24.047","Octobre 2025","ACTUALISATION DES LOIS DE FONCTIONNEMENT DU SCAN 24.047 Rapport du Conseil d'État au Grand Conseil à l'appui d'un projet de loi modifiant la loi sur le service cantonal des automobiles et de la navigation (LSCAN), la loi sur la taxe des véhicules automobiles, des remorques et des bateaux (LTVRB) et la loi d'introduction de la législation fédérale en matière de navigation intérieure (LI-LNI) (Du 27 novembre 2024) Propositions de la commission parlementaire M. Romain Dubois occupe le siège de rapporteur. Débat d'entrée en matière Nous sommes dans un débat libre. La parole est au rapporteur."
